date,value
2015-6-9,4
2015-6-7,5
2015-6-6,5
2015-6-6,5
2015-6-5,5
2015-6-5,4
2015-6-3,4
2015-5-31,4
2015-5-31,5
2015-5-30,4
2015-5-28,4
2015-5-28,5
2015-5-28,4
2015-5-26,4
2015-5-24,5
2015-5-24,7
2015-5-24,4
2015-5-24,4
2015-5-23,4
2015-5-20,4
2015-5-18,4
2015-5-18,5
2015-5-17,27
2015-5-16,5
2015-5-16,4
2015-5-16,5
2015-5-12,5
2015-5-12,5
2015-5-10,5
2015-5-10,4
2015-5-10,4
2015-5-7,4
2015-5-7,4
2015-5-4,4
2015-5-3,4
2015-5-3,4
2015-5-3,7
2015-5-3,6
2015-5-3,5
2015-5-1,5
2015-4-27,6
2015-4-27,4
2015-4-25,4
2015-4-19,4
2015-4-18,5
2015-4-18,5
2015-4-18,4
2015-4-18,4
2015-4-18,4
2015-4-7,4
2015-4-5,4
2015-4-5,5
2015-4-5,5
2015-4-5,4
2015-4-3,4
2015-4-2,5
2015-3-27,7
2015-3-26,4
2015-3-24,4
2015-3-23,5
2015-3-22,7
2015-3-21,4
2015-3-20,4
2015-3-20,6
2015-3-18,4
2015-3-17,7
2015-3-15,4
2015-3-14,5
2015-3-14,4
2015-3-10,5
2015-3-9,4
2015-3-8,4
2015-3-7,4
2015-3-4,7
2015-3-1,4
2015-3-1,6
2015-2-28,4
2015-2-25,4
2015-2-23,4
2015-2-22,4
2015-2-20,4
2015-2-17,4
2015-2-15,5
2015-2-9,4
2015-2-8,6
2015-2-7,7
2015-2-6,5
2015-2-5,6
2015-2-1,6
2015-2-1,5
2015-1-31,4
2015-1-28,4
2015-1-26,4
2015-1-24,5
2015-1-23,6
2015-1-20,4
2015-1-19,7
2015-1-13,4
2015-1-13,5
2015-1-11,7
2015-1-11,4
2015-1-11,5
2015-1-10,4
2015-1-9,4
2015-1-8,4
2015-1-7,4
2015-1-6,4
2015-1-4,6
2015-1-4,4
2015-1-2,5
2015-1-1,5
2014-12-29,4
2014-12-27,4
2014-12-27,4
2014-12-26,4
2014-12-24,4
2014-12-23,4
2014-12-22,4
2014-12-22,6
2014-12-22,5
2014-12-21,4
2014-12-21,5
2014-12-21,9
2014-12-20,4
2014-12-16,4
2014-12-15,7
2014-12-14,5
2014-12-13,5
2014-12-12,4
2014-12-7,4
2014-12-2,6
2014-12-2,5
2014-11-30,4
2014-11-30,5
2014-11-29,4
2014-11-29,5
2014-11-28,4
2014-11-27,5
2014-11-26,6
2014-11-23,4
2014-11-23,5
2014-11-22,5
2014-11-22,5
2014-11-22,4
2014-11-21,6
2014-11-19,4
2014-11-18,4
2014-11-16,5
2014-11-16,6
2014-11-15,4
2014-11-15,4
2014-11-8,5
2014-11-7,4
2014-11-7,4
2014-11-5,4
2014-10-29,5
2014-10-26,4
2014-10-18,4
2014-10-18,4
2014-10-18,4
2014-10-16,4
2014-10-14,5
2014-10-13,4
2014-10-12,4
2014-10-12,4
2014-10-11,5
2014-10-8,4
2014-10-8,4
2014-10-5,4
2014-10-5,6
2014-10-4,4
2014-10-4,4
2014-9-29,8
2014-9-29,4
2014-9-28,4
2014-9-28,15
2014-9-27,5
2014-9-26,5
2014-9-21,4
2014-9-20,4
2014-9-19,4
2014-9-18,8
2014-9-15,5
2014-9-14,4
2014-9-14,6
2014-9-11,8
2014-9-6,4
2014-9-6,5
2014-9-4,5
2014-9-3,6
2014-9-2,5
2014-9-2,5
2014-8-31,5
2014-8-29,4
2014-8-27,4
2014-8-24,4
2014-8-24,4
2014-8-24,7
2014-8-20,5
2014-8-18,4
2014-8-17,4
2014-8-17,4
2014-8-17,4
2014-8-17,4
2014-8-16,4
2014-8-16,6
2014-8-14,4
2014-8-13,4
2014-8-13,4
2014-8-12,4
2014-8-12,5
2014-8-10,7
2014-8-10,6
2014-8-10,6
2014-8-10,7
2014-8-9,9
2014-8-8,4
2014-8-8,4
2014-8-8,4
2014-8-6,4
2014-8-4,5
2014-8-3,5
2014-8-3,7
2014-8-3,5
2014-8-3,5
2014-8-2,4
2014-8-2,7
2014-8-2,6
2014-8-1,4
2014-7-30,7
2014-7-28,5
2014-7-27,5
2014-7-26,4
2014-7-26,5
2014-7-26,8
2014-7-25,7
2014-7-23,4
2014-7-21,6
2014-7-21,4
2014-7-20,4
2014-7-20,4
2014-7-19,4
2014-7-14,5
2014-7-13,4
2014-7-13,5
2014-7-13,5
2014-7-12,5
2014-7-11,4
2014-7-9,7
2014-7-8,5
2014-7-7,4
2014-7-7,5
2014-7-6,4
2014-7-6,4
2014-7-6,4
2014-7-5,6
2014-7-5,7
2014-7-5,5
2014-7-5,7
2014-7-5,5
2014-7-4,5
2014-7-2,5
2014-6-30,4
2014-6-29,4
2014-6-29,6
2014-6-28,7
2014-6-28,4
2014-6-27,4
2014-6-26,5
2014-6-26,4
2014-6-25,5
2014-6-24,9
2014-6-22,4
2014-6-21,5
2014-6-21,4
2014-6-20,4
2014-6-15,4
2014-6-15,4
2014-6-13,4
2014-6-9,6
2014-6-8,5
2014-6-8,5
2014-6-7,6
2014-6-7,4
2014-6-4,4
2014-6-3,5
2014-6-2,7
2014-6-1,6
2014-6-1,4
2014-5-31,4
2014-5-25,4
2014-5-24,4
2014-5-24,4
2014-5-23,8
2014-5-23,11
2014-5-23,4
2014-5-21,4
2014-5-18,7
2014-5-17,4
2014-5-17,5
2014-5-13,5
2014-5-12,4
2014-5-11,7
2014-5-10,7
2014-5-10,4
2014-5-10,5
2014-5-4,4
2014-5-4,4
2014-5-3,8
2014-4-30,4
2014-4-27,5
2014-4-25,5
2014-4-22,4
2014-4-20,6
2014-4-20,4
2014-4-20,5
2014-4-14,4
2014-4-12,4
2014-4-11,4
2014-4-9,5
2014-4-9,4
2014-4-7,4
2014-4-6,4
2014-4-6,4
2014-4-5,6
2014-4-5,4
2014-4-5,4
2014-4-2,20
2014-3-30,5
2014-3-30,5
2014-3-23,4
2014-3-23,4
2014-3-21,4
2014-3-16,4
2014-3-16,4
2014-3-14,4
2014-3-9,4
2014-3-9,6
2014-3-8,4
2014-3-8,6
2014-3-5,4
2014-3-1,5
2014-3-1,4
2014-2-25,5
2014-2-22,4
2014-2-20,4
2014-2-16,7
2014-2-16,8
2014-2-16,5
2014-2-16,5
2014-2-16,5
2014-2-15,5
2014-2-12,5
2014-2-12,4
2014-2-12,4
2014-2-7,5
2014-2-6,4
2014-2-5,4
2014-2-3,5
2014-1-27,4
2014-1-27,5
2014-1-25,5
2014-1-25,4
2014-1-21,5
2014-1-20,4
2014-1-16,6
2014-1-16,5
2014-1-14,4
2014-1-13,4
2014-1-12,5
2014-1-12,6
2014-1-12,5
2014-1-11,4
2014-1-5,4
2014-1-3,4
2014-1-1,4
